"Book ID","Title","Sort Character","Primary Author","ISBN","Dewey Decimal"
217988823,"The Hidden Life of Trees: What They Feel, How They Communicate-Discoveries from a Secret World: 1 (The Mysteries of Nature, 1)",5,"Wohlleben, Peter","[1771642483]",582.16
217988830,"Sailing with Noah: Stories from the World of Zoos",1,"Bonner, Jeffrey P.","[0826216366]",590.73
217988845,"Mind of the Raven: Investigations and Adventures with Wolf-Birds",1,"Heinrich, Bernd","[0060174471]",598.864
217988853,"The Fragile Species",5,"Thomas, Lewis","[0684194201]",610.1
217988860,"Mountains Beyond Mountains - The Quest Of Dr. Paul Farmer, A Man Who Would Cure The World - Book Club Edition",1,"Kidder, Tracy","[0965491765]",610.92
217988869,"Ask Sir James",1,"Reid, Michael","[0670826464]",610.92
217988881,"Six Months in Sudan: A Young Doctor in a War-Torn Village",1,"Maskalyk, Dr. James","[0385526512]",610.92
217988895,"The Body: A Guide for Occupants",5,"Bryson, Bill","[0385539304]",612
217988987,"Super Foods Rx",1,"Pratt, Steven","[0887235557]",613.2
217989013,"Fundance",1,"Tk, Van Taylor Aka",,
217989131,"Fundance",1,"Tk, Van Taylor Aka",,
217989202,"Foods That Harm, Foods That Heal: An A - Z Guide to Safe and Healthy Eating",1,"Editors of Reader's Digest","[0895779129]",613.2
217989228,"The Colony: The Harrowing True Story of the Exiles of Molokai",5,"Tayman, John","[074323300X]",614.5460996924
217989236,"At Peace: Choosing a Good Death After a Long Life",1,"MD, Samuel Harrington","[1478917415]",616.02
217989537,"Something for the Pain, One Doctor's Account of Life and Death in the ER",1,"Austin, Paul","[1607517841]",920
217989548,"Scattershot: My Bipolar Family",1,"Lovelace, David","[0525950788]",616.895
217989571,"Dream New Dreams: Reimagining My Life After Loss",1,"Pausch, Jai","[9780307888501]",616.994370092
217989613,"He Saw a Hummingbird",1,"Browning, Norma Lee","[0873590430]",770.92
217989626,"The Leading Lady: Dinah's Story",5,"White, Betty","[1299488056]",636.7
217989636,"Overwhelming Odds",1,"O'Leary, Susan","[5182700199]",200
217989725,"Mayo Clinic on Better Hearing and Balance: Strategeis to Restore Hearing Loss And Manage Dizziness and Other Ear Problems",1,"(Editor), Wayne Olsen",,
217989734,"Rickie",1,"Flach, MD Frederic","[0449903494]",618.92
217989806,"The Doctors' Plague: Germs, Childbed Fever, and the Strange Story of Ignac Semmelweis (Great Discoveries)",5,"Nuland, Sherwin B.","[0393052990]",618.740092
217989809,"The Fight to Survive: A Young Girl, Diabetes, and the Discovery of Insulin",5,"Cox, Caroline","[1607145510]",618.92462
217989817,"The Fire of His Genius: Robert Fulton and the American Dream",5,"Sale, Kirkpatrick","[068486715X]",620.0092
217989821,"The Making of the Atomic Bomb",5,"Rhodes, Richard","[1451677618]",623.4511909
217989829,"The Sound of Wings: The Life of Amelia Earhart",5,"Lovell, Mary S.","[9780312587338]",629.13
217989842,"The Astronaut Wives Club: A True Story",5,"Koppel, Lily","[1455503258]",629.450092
217989851,"Dewey: The Small-Town Library Cat Who Touched the World",1,"Myron, Vicki","[0446407410]",636.80929
217989854,"Marley & Me: Life and Love with the World's Worst Dog",1,"Grogan, John","[0060817089]",636.7527092
217989861,"Love Is the Best Medicine: What Two Dogs Taught One Veterinarian about Hope, Humility, and Everyday Miracles",1,"Trout, Dr. Nick","[0767931971]",636.7
217989876,"First Dogs: American Presidents and Their Best Friends",1,"Rowan, Roy","[1565121430]",973
217989890,"Merle's Door: Lessons from a Freethinking Dog",1,"Kerasote, Ted","[9780151012701]",636.7092
217989896,"Animal, Vegetable, Miracle: A Year of Food Life",1,"Kingsolver, Barbara","[0739489488]",641.0973
217989904,"Hometown Appetites: The Story of Clementine Paddleford, the Forgotten Food Writer Who Chronicled How America Ate",1,"Alexander, Kelly","[1592403891]",641.5092
217989917,"The Gluten Connection: How Gluten Sensitivity May Be Sabotaging Your Health - And What You Can Do to Take Control NOW",5,"Phd, Cns, Facn Shari Lieberman","[1594863865]",641.5638
217989944,"Julie and Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen",1,"Powell, Julie","[031610969X]",641.5092
217989956,"32 Ways to Be a Champion in Business",1,"Johnson, Earvin Magic","[0609608282]",650.1
217990003,"The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing",5,"Kondo, Marie","[1607747308]",648
217990146,"The Fellowship: The Untold Story of Frank Lloyd Wright and the Taliesin Fellowship",5,"Friedland, Roger","[0060393882]",720.92
217990153,"Basilica: The Splendor and the Scandal: Building St. Peter's",1,"Scotti, R. A.","[0670037761]",726.50945634
217990159,"An Architecture of Immanence: Architecture for Worship and Ministry Today",4,"Torgerson, Mark A.","[0802832091]",726.5
217990167,"Mosque",1,"Macaulay, David","[0618240349]",726.2
217990176,"Cathedral: The Story of Its Construction (Sandpiper)",1,"Macaulay, David","[0395316685]",726.6
217990190,"The Calvin and Hobbes Lazy Sunday Book (Volume 4)",5,"Watterson, Bill","[0836218523]",741.5973
217990198,"Beatrix Potter's Art: A Selection of Paintings and Drawings",1,"Hobbs, Anne Stevenson","[0723235988]",741.942
217990209,"Antiques Roadshow Primer: The Introductory Guide to Antiques and Collectibles from the Most-Watched Series on PBS",1,"Prisant, Carol","[076111775X]",745.1
217990213,"The Oriental Rug Primer: Buying and Understanding New Oriental Rugs",5,"Jerrehian, Aram K.","[0894717391]",746.7
217990236,"Reader's Digest Knitter's Handbook: A Comprehensive Guide to the Principles and Techniques of Handknitting",1,"Stanley, Montse","[0895774674]",746.432
217990243,"Knit & Purl: 250 Stitches to Knit (Harmony Guides)",1,"Knight, Erika","[1596680563]",746.432041
217990269,"The Metropolitan Opera: Stories of the Great Operas",5,"Freeman, John","[0393018881]",782.1
217990274,"Finding God in It's A Wonderful Life",1,"Asimakoupoulos, Greg","[1618433059]",791.43
217990322,"Culbertson's Hoyle;: The new encyclopedia of games, with official rules",1,"Culbertson, Ely",,795.4
217990335,"The Bridge Player's Bible: Illustrated Strategies for Staying Ahead of the Game",5,"Pottage, Julian","[0764159003]",795.415
217990343,"Wrigleyville: A Magical History Tour of the Chicago Cubs",1,"Golenbock, Peter","[0312140797]",796.357640977311
217990350,"Sacred Hoops: Spiritual Lessons of a Hardwood Warrior",1,"Jackson, Phil","[0786862068]",796.323092
217990371,"America's Game: The Epic Story of How Pro Football Captured a Nation",1,"MacCambridge, Michael","[0375504540]",796.332
217990386,"Into Thin Air: A Personal Account of the Mount Everest Disaster",1,"Krakauer, Jon","[0679457526]",796.522092
217990399,"The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics",5,"Brown, Daniel James","[067002581X]",797.12
217990406,"Seabiscuit: An American Legend",1,"Hillenbrand, Laura","[0375502912]",798.400929
217990431,"James Herriot's Cat Stories",1,"Herriot, James","[1567315751]",636.8
217990449,"How To Do Just About Everything",1,"Rosen, Courtney","[0743211103]",646.7
217990460,"Rodale's Garden Answers: Vegetables, Fruits, and Herbs : At-A-Glance Solutions for Every Gardening Problem",1,"Bradley, Fern Marshall","[087596639X]",635.0484
217990501,"National Geographic Complete Birds of North America: Companion to the National Geographic Field Guide to the Birds of North America",1,"Alderfer, Jonathan","[0792242394]",598.097
217990565,"Book of North American Birds",1,"Editors of Reader's Digest","[0895773511]",598.297
217990586,"Book of North American Birds",1,"Editors of Reader's Digest","[0895773511]",598.297
217990661,"The Audubon Society: Encyclopedia of Animal Life",5,"Buschbaum, et al Ralph","[0517546574]",591
217990673,"Norwegian-English Dictionary: A Pronouncing and Translating Dictionary of Modern Norwegian (Bokmål and Nynorsk) with a Historical and Grammatical Introduction",1,"Haugen, Einar","[0299038742]",439.8
217990717,"Modern Engelsk Svensk och Svensk Engelsk Ordbok (Prisma)",1,,"[9151815958]",
217990829,"Basic Microwaving (Microwave Cooking Library)",1,"Methven, Barbara","[0865735018]",641.5
217990878,"The Art of Arranging Flowers: A Complete Guide to Japanese Ikebana",5,"Satō, Shōzō",,745.92
218776614,"Gospel: The Life of Jesus As Told by the World's Greatest Writers",1,"Pollock, Constance","[0849915449]",808.8
218776615,"When Your Parent Becomes Your Child: A Journey of Faith Through My Mother's Dementia",1,"Abraham, Ken",,
218776782,"Poems of Robert Frost",1,"Frost, Robert",,811.5
218776812,"Favorite Poems Of Emily Dickinson",1,"Todd, Mabel Loomis","[0517259222]",811.4
218776822,"Cup Of Comfort",1,"Sell, Colleen","[158062524X]",813.0108
218776843,"The Invisible Wall: A Love Story That Broke Barriers",5,"Bernstein, Harry","[0345496108]",813.54
218776865,"Beyond Belief: A Protestant pastor's journey from certainty to faith.",1,"Lindman, Mr. Don","[1478399406]",
218776977,"Making a Long Story Short",1,"Lindman, Don",,
218776982,"The View from the River: Reflections on faith, family, and the foibles of life.",5,"Lindman, Don","[1468187767]",
218777010,"King Solomon's Mines (World's Best Reading)",1,"Haggard, H. Rider","[0895775530]",823.8
218777048,"The Walk West: A Walk Across America 2",5,"Jenkins, Peter","[0688006663]",917.3
218777121,"Charles Kuralt's America",1,"Kuralt, Charles","[0399140832]",973.92
218777127,"A Walk in the Woods: Rediscovering America on the Appalachian Trail",3,"Bryson, Bill","[0767902513]",
218777137,"Saga of Lewis and Clark: Into the Unknown West",1,"Schmidt, Tom","[0789446383]",917.804
218777142,"Great Souls: Six Who Changed the Century",1,"Aikman, David","[0849909651]",920.009
218777148,"The Look-it-up Book of Presidents",5,"Blassingame, Wyatt","[0679803580]",320
218777175,"First Ladies (Guild America Books)",1,"Caroli, Betty Boyd","[1568650159]",973.099
218777188,"The Tycoons: How Andrew Carnegie, John D. Rockefeller, Jay Gould, and J. P. Morgan Invented the American Supereconomy",5,"Morris, Charles R.","[0805075992]",338.04092273
218777203,"Heroes of History: A Brief History of Civilization from Ancient Times to the Dawn of the Modern Age",1,"Durant, Will","[0743226127]",909
218777275,"Roots by Alex Haley (2015-11-24)",1,,,
218777329,"A Buffalo in the House: The True Story of a Man, an Animal, and the American West",3,"Rosen, R. D.","[1595581650]",978.9
218777344,"Affairs of State",1,"Troy, Gil","[0684828200]",973.099
218777455,"First Ladies",1,"Truman, Margaret","[0679434399]",973.099
218778128,"The American Presidents (9th Edition)",5,"Whitney, David C","[0739416952]",973.099
218778159,"Blind Courage",1,"Irwin, Bill","[0941539865]",917.404
218778182,"Louisa May Alcott: The Woman Behind Little Women (John MacRae Books)",1,"Reisen, Harriet","[0805082999]",813.4
218778216,"John Adams",1,"McCullough, David","[0684813637]",973.44092
218778358,"The Spy Wore Red: My Adventures as as Undercover Agent in World War II",5,"Aline, Countess of Romanones","[0394556658]",940.54
218778406,"Amerigo: The Man Who Gave His Name to America",1,"Fernández-Armesto, Felipe","[1400062810]",970.01
218778741,"Gracie: A Love Story",1,"Burns, George","[0399133844]",792.70280922
218778751,"A Year By The Sea: Thoughts of an Unfinished Woman",3,"Anderson, Joan","[0767905938]",974.492043092
218778906,"The Heart of a Woman",5,"Angelou, Maya","[0553380095]",818.5409
218778921,"West of Kabul, East of New York: An Afghan American Story",1,"Ansary, Tamim","[9780374287573]",973.04915930092
218778942,"Desert Queen: The Extraordinary Life of Gertrude Bell: Adventurer, Adviser to Kings, Ally of Lawrence of Arabia",1,"Wallach, Janet","[0385474083]",956.02092
218778953,"Halfbreed: The Remarkable True Story Of George Bent - Caught Between The Worlds Of The Indian And The White Man",1,"Halaas, David Fridtjof","[0306813203]",978.004
218778996,"Love, Lucy (Berkley Boulevard Celebrity Autobiography)",1,"Ball, Lucille",,791.45028092
218779023,"The Dream: A Memoir",5,"Bernstein, Harry","[9780345503749]",813.54
218779036,"Ada Blackjack: A True Story of Survival in the Arctic",1,"Niven, Jennifer","[0786868635]",998
218779055,"Boswell's Presumptuous Task: The Making of the Life of Dr. Johnson",1,"Sisman, Adam","[0374115613]",828.609
218779072,"Here If You Need Me: A True Story",1,"Braestrup, Kate","[0316066303]",813.54
218779085,"Gracie: A Love Story",1,"Burns, George","[0399133844]",792.70280922
218779151,"A Giving Spirit--The Story of Paul W. Brandel",3,,"[0962606308]",
218779161,"Decision Points",1,"Bush, George W.","[0307590615]",973.931092
218779169,"The Perfect Wife: The Life and Choices of Laura Bush",5,"Gerhart, Ann","[0743243838]",973.931
218779181,"Andrew Carnegie",1,"Nasaw, David","[1594201048]",338.7672092
218779201,"The Matriarch: Barbara Bush and the Making of an American Dynasty",5,"Page, Susan","[1538713640]",973.928092
218779227,"The Education of Little Tree (A Zia Book)",5,"Carter, Forrest","[0826308791]",813.54
218779238,"The Carpenter's Apprentice: The Spiritual Biography of Jimmy Carter",5,"Ariail, Dan","[0310200121]",286.1092
218779255,"His Very Best: Jimmy Carter, a Life",1,"Alter, Jonathan","[1501125486]",973.926092
218779277,"Living Faith",1,"Carter, Jimmy","[0812927362]",248.4861
218779286,"Sharing Good Times",1,"Carter, Jimmy","[0743270339]",973.926
218779289,"The Virtues of Aging (Library of Contemporary Thought)",5,"Carter, Jimmy","[9780345425928]",305.26
218779330,"Keeping Faith: Memoirs of a President",1,"Carter, Jimmy","[1557283303]",973.926
218779389,"Catherine the Great",1,"Troyat, Henri","[0880296887]",947.063092
218779408,"Catherine the Great",1,"Dixon, Simon","[9780060786274]",947.063092
218779415,"Churchill's Trial: Winston Churchill and the Salvation of Free Government",1,"Arnn, Larry P.","[1595555307]",941.084092
218779435,"Clementine: The Life of Mrs. Winston Churchill",1,"Purnell, Sonia","[9780525429777]",941.08
218779444,"The Place He Made",5,"Clark, Edie","[0679438750]",974.2
218779454,"Kitchen Privileges: A Memoir",1,"Clark, Mary Higgins","[0743206053]",813.54
218779514,"Cleopatra: A Life",1,"Schiff, Stacy","[0316001929]",932.021092
218779524,"On the Make: The Rise of Bill Clinton",1,"Oakley, Meredith L.","[0895264935]",973.929
218779534,"High Crimes and Misdemeanors: The Case Against Bill Clinton",1,"Coulter, Ann","[0895263602]",973.929
218779547,"How Now Shall We Live?",1,"Colson, Charles W.","[0842318089]",261
218779552,"The House at Sugar Beach: In Search of a Lost African Childhood",5,"Cooper, Helene","[0743266250]",966.6203
218779561,"Marie Curie and Her Daughters: The Private Lives of Science's First Family (MacSci)",1,"Emling, Shelley","[0230115713]",540.92
218779593,"Lords, Ladies and Gentlemen: A Memoir",1,"Daniel, Clifton","[0877955980]","070.92"
218779616,"My Mother's Keeper",1,"Hyman, B. D.","[068804798X]",791.430280924
218779635,"Walt Disney: Hollywood's Dark Prince",1,"Eliot, Marc","[155972174X]",791.43
218779666,"One Soldier's Story: A Memoir",1,"Dole, Bob","[0060763418]",940.548173092
218779704,"Hold On, Mr. President (Thorndike Press Large Print Americana Series)",1,"Donaldson, Sam","[0896218317]","070.924"
218779767,"The Wizard of Menlo Park: How Thomas Alva Edison Invented the Modern World",5,"Stross, Randall E.","[1400047625]",621.3092
218779781,"Ike: An American Hero",1,"Korda, Michael","[0060756659]",973.921092
218779791,"President Is at Camp David",1,"Nelson, W. Dale","[0815603185]",973.9
218779799,"Mrs. Ike: Memories and Reflections on the Life of Mamie Eisenhower",1,"Eisenhower, Susan","[0374215146]",973.921
218779811,"BOLD SPIRIT Helga Estby's Forgotten Walk Across Victorian America",1,"Hunt, Linda Lawrence","[073945482X]",973.870922
218779825,"Governess: The Lives and Times of the Real Jane Eyres",1,"Brandon, Ruth","[080271630X]",649.10942
218779843,"My Story",1,"Sarah, the Duchess of York","[0684835819]",941.085092
218779849,"George Fabyan: The Tycoon Who Broke Ciphers, Ended Wars, Manipulated Sound, Built a Levitation Machine, and Organized the Modern Research Center",1,"Munson, Richard","[1490345620]",
218779882,"The Times of My Life",5,"Ford, Betty","[0060112980]",973.925
218779976,"Benjamin Franklin",1,"Morgan, Edmund S.","[0300095325]",973.3092
218779983,"AMERICAN SOLDIER",1,"Franks, Tommy","[0060731583]",355.0092
218779984,"Gorgonzola: A Very Stinkysaurus",1,"Palatini, Margie","[0060738979]",303
218780036,"Eleni",1,"Gage, Nicholas","[0394520939]",949.5
218780201,"Presidential Wit and Wisdom",1,"Gross, Charlotte Lee","[1604336099]",352.23081
218780263,"A Poet's easel: Images Of Lifetime Captured in Poetry",3,"Bush, Sarah M.",,
218780322,"A Heap o' Lovin",3,"Guest, Edgar A.",,
218780388,"Helen Steiner Rice's Poems of Faith",1,"Rice, Helen Steiner","[0899520812]",811.54
218780420,"Always a Reckoning and Other Poems",1,"Carter, Jimmy","[0812924347]",811.54
218780430,"The Five People You Meet in Heaven",5,"Albom, Mitch","[1920798218]",813.6
218780438,"It Was on Fire When I Lay Down on It",1,"Fulghum, Robert","[0394580567]",814.54
218780509,"Gift From the Sea",1,"Ochiai, Anne Morrow Lindbergh; Keiko","[4651930131]",170.82
218780534,"Locked Rooms and Open Doors: Diaries and Letters 1933-1935",1,"Lindbergh, Anne Morrow","[0151529582]",818.5
218780561,"Sez Who? Sez Me",1,"Royko, Mike","[9780525241256]",306.0973
218780582,"Didn't My Skin Used to Fit?",1,"Bolton, Martha","[0764221841]",814.54
218780589,"I Feel Bad About My Neck: And Other Thoughts on Being a Woman",3,"Ephron, Nora","[9780307264558]",814.54
218780602,"Scandinavian Humor and Other Myths",1,"Anderson, John Louis","[0060972297]",305.8
218780611,"Hurry Up and Wait",1,"Blake, Edna","[0966890620]",
218780651,"Motherhood: The Second Oldest Profession",1,"Bombeck, Erma","[0070064547]",306.8743
218780704,"My Favorite Intermissions: Victor Borge's Lives of the Musical Greats and Other Facts You Never Knew You Were Missing",1,"Borge, Victor","[038502651X]",782.0922
218780759,"I didn't come here to argue",3,"Bracken, Peg",,640.2
218780840,"Will Rogers: Wise and Witty Sayings of a Great American Humorist",1,"Rogers, Will","[0875290264]",817.5
218780852,"Laughing Matters: A Celebration of American Humor",1,"Shalit, Gene","[0385185472]",817.008
218780885,"Legacy of a Pack Rat",1,"Graham, Ruth Bell","[0840790856]",818.5409
218780926,"The Florist's Daughter",5,"Hampl, Patricia","[0151012571]",818.5403
218780931,"The Annie Dillard Reader",5,"Dillard, Annie","[0060926600]",818.5409
218780958,"A Tale of Two Cities",3,"Dickens, Charles","[0448058235]",823.8
218780967,"Look Who's Laughing!",1,"Spangler, Ann","[031024692X]",818.60208
218780974,"Reading Lolita in Tehran: A Memoir in Books",1,"Nafisi, Azar","[0812971060]",820.9
218780986,"Why To Kill a Mockingbird Matters: What Harper Lee's Book and the Iconic American Film Mean to Us Today",1,"Santopietro, Tom","[1250163757]",813.54
218781068,"The New Oxford Book of Christian Verse (Oxford Books of Verse)",5,"Davie, Donald","[0192134264]",821.008
218781119,"Thirty Famous One Act Plays",1,"Cerf, Bennett and Van H. Cartmell","[1299143695]",808.82
218781171,"The Complete Works of William Shakespeare (Leather-bound Classics)",5,"Shakespeare, William","[9781626860988]",822.33
218781183,"Random Acts of Heroic Love",1,"Scheinmann, Danny","[0312538332]",823.92
218781191,"Children of Disobedience: The Love Story of Martin Luther and Katharina of Bora",1,"Scheib, Asta","[0824516958]",833.914
218781196,"The Discoverers: A History of Man's Search to Know His World and Himself",5,"Boorstin, Daniel J.","[0394726251]",909
218781209,"The Gifts of the Jews (Hinges of History)",5,"Cahill, Thomas","[0385482485]",909.04924
218781214,"Sailing the Wine-Dark Sea: Why the Greeks Matter (Hinges of History)",1,"Cahill, Thomas","[0385495536]",909.09821
218781236,"In the Heart of the Sea: The Tragedy of the Whaleship Essex",1,"Philbrick, Nathaniel","[0670891576]",910.9164
218781249,"The Life and Times of the Thunderbolt Kid: A Memoir",5,"Bryson, Bill","[9780767919364]",910.4092
218781252,"The Terrible Hours: The Man Behind the Greatest Submarine Rescue in History",5,"Maas, Peter","[0060194804]",910.916345
218781290,"On the Road with Francis of Assisi: A Timeless Journey Through Umbria and Tuscany, and Beyond",1,"Francke, Linda Bird","[140006239X]",271.302
218781312,"Of Swedish Ways",1,"Lorenzen, Lily","[9780060923846]",948.5
218781323,"The Palace of the Snow Queen: Winter Travels in Lapland",5,"Sjoholm, Barbara","[1593761597]",914.897
218781335,"River Town: Two Years On The Yangtze",1,"Hessler, Peter","[0060195444]",910
218781410,"ALAN MOOREHEAD | The Blue Nile | 1st Edition HC 1962 illustrated",1,"Moorehead, Alan",,962
218781464,"A Walk Across America",3,"Jenkins, Peter","[0688034276]",917.304926
218781475,"In a Sunburned Country",1,"Bryson, Bill","[0767903854]",919.40465
218781575,"The Canterbury Tales (original-spelling Middle English edition) (Penguin Classics)",5,"Chaucer, Geoffrey","[014042234X]",821.1
218781655,"The Oxford Dictionary of Music",5,"Kennedy, Michael","[0198691629]",780.3
218781676,"Brewer's Dictionary of Twentieth-Century Phrase and Fable",1,"Pickering, David","[0395616492]",423.1
218781741,"Oxford Dictionary Of Quotations - Third Edition",1,,,808.88
218781822,"Longman Dictionary of 20th Century Biography",1,"Brigs, Asa","[0582892139]",920.009
218781840,"The Encyclopedia of Chicago",5,"Grossman, James R.","[0226310159]",977.3
218781849,"Bartlett's Familiar Quotations: A Collection of Passages, Phrases, and Proverbs Traced to Their Sources in Ancient and Modern Literature (17th Edition)",1,"Bartlett, John","[9780316084604]",808.88
218781902,"Encyclopedia of the American Revolution",1,"Boatner, Mark Mayo","[0811705781]",973.3
